data_osservazione,temperatura_media,precipitazioni,umidita,velocita_vento,stazione_meteorologica
2022-01-01,3.345031927881344,16.712920751669515,66.02826259442281,75.58082877570287,Stazione Napoli
2022-01-02,34.640505953651335,9.669179963420467,52.89133242424994,22.56774524328019,Stazione Roma
2022-01-03,1.2239018475403043,17.6237650281888,82.05485108049882,59.79210402705024,Stazione Milano
2022-01-04,-5.2342230302995505,18.328380214022108,48.78593290415941,2.510953817714312,Stazione Milano
2022-01-05,32.792867497492736,5.431021908495628,64.59570464181148,83.44984319735175,Stazione Milano
2022-01-06,0.5039114960643332,12.150907195815886,55.594283982071666,18.744475363635516,Stazione Roma
2022-01-07,21.03957192849877,10.531680576409384,82.5757162950188,0.4768377764269971,Stazione Roma
2022-01-08,-7.37396384587351,10.75891558303805,45.23500001935134,30.11878083654256,Stazione Milano
2022-01-09,22.88190946073643,18.75326187929124,34.728141618567626,92.04871188372718,Stazione Napoli
2022-01-10,29.677409555022784,6.10377405386058,74.91934325898838,26.26142180446358,Stazione Napoli
2022-01-11,2.259660295968313,19.668679564691523,54.77379701449929,50.347883811791135,Stazione Milano
2022-01-12,7.057560323484285,18.042624296084643,65.34590154757748,40.722984435770435,Stazione Milano
2022-01-13,6.843328249441225,9.174457772270053,31.583359902801067,29.424925833208672,Stazione Roma
2022-01-14,23.69547158930599,16.349065272363323,87.12658748384412,92.73535786015708,Stazione Roma
2022-01-15,0.7013259142567474,15.38093988640281,82.6571026430986,78.89949080537266,Stazione Torino
2022-01-16,-2.266610542856064,13.557899392370425,67.43207403463666,76.19133153738572,Stazione Roma
2022-01-17,10.218124190948213,6.396677787663085,31.021790526757083,52.61071244812398,Stazione Torino
2022-01-18,3.701078331979378,3.9290198364190787,52.6785884389726,82.48616737298372,Stazione Milano
2022-01-19,27.76351050163936,13.430553935315164,88.72779226452894,45.842865821125365,Stazione Milano
2022-01-20,0.698382170703745,16.859465928021685,70.87982152441407,46.518955047155565,Stazione Napoli
2022-01-21,12.607525587016767,0.32505577354739357,39.65927167880515,49.37740634134637,Stazione Torino
2022-01-22,32.416261986406866,12.856067506170241,57.635804919270036,23.691022522457096,Stazione Roma
2022-01-23,18.529896398509734,8.857460492444249,88.00426463060916,92.36518593869899,Stazione Napoli
2022-01-24,29.028023245810914,17.961755102539673,62.0824904649956,25.87506748785492,Stazione Napoli
2022-01-25,32.30943602096453,6.429458617084105,31.476871681789472,19.815949993946504,Stazione Torino
2022-01-26,23.784418784885837,9.483696245272435,67.18632505655867,24.375179333158524,Stazione Napoli
2022-01-27,21.480877710113813,10.295342080703726,46.27299185586959,81.7352116565939,Stazione Torino
2022-01-28,33.558450497190215,2.8087904274210596,35.93075711261426,76.85456376763617,Stazione Torino
2022-01-29,34.74803553414557,14.257846053978128,54.17450668391358,42.71068084560682,Stazione Roma
2022-01-30,10.331975720139184,16.60952690241919,63.51138584593469,1.3781904624582508,Stazione Milano
2022-01-31,-6.810859981710624,1.1581855379252048,31.022443082868165,97.57350332508857,Stazione Roma
2022-02-01,3.175731414823348,5.827776410738055,63.542808518156846,13.253097749036336,Stazione Torino
2022-02-02,-3.144038244052129,0.7608936307011582,60.672188810378245,85.14226765922393,Stazione Torino
2022-02-03,8.78688686582053,19.130882093764846,77.63450298592561,78.17230866307524,Stazione Roma
2022-02-04,-4.091980218703479,13.34337641407647,55.41298900892383,93.8075781711365,Stazione Roma
2022-02-05,17.18530118093969,19.284008389095632,63.20702578019317,77.33985390852888,Stazione Napoli
2022-02-06,7.226362662103433,10.629885566626156,74.52055824342759,33.13715908270286,Stazione Napoli
2022-02-07,30.29236479296945,16.041370477912277,83.82875230691673,23.191404341416945,Stazione Napoli
2022-02-08,33.55076023093258,7.4882796775948,52.80207456142125,37.769082040641486,Stazione Milano
2022-02-09,14.609820575123997,7.076380651452818,66.0980097469888,20.308717051667458,Stazione Milano
2022-02-10,2.367060644041846,7.565356342102653,71.6766542049829,71.95747477449508,Stazione Milano
2022-02-11,16.650368844282657,13.157242674528565,32.59624058653177,82.65186324941105,Stazione Milano
2022-02-12,30.354252120098444,7.189063020433045,78.04563050916809,64.6438892397248,Stazione Roma
2022-02-13,8.303000562608673,18.007349032084512,52.64581111292363,18.60927313091021,Stazione Torino
2022-02-14,14.84352245113869,19.665497301003107,70.21433648661659,3.738471102864571,Stazione Napoli
2022-02-15,2.224374542276564,0.6085303067401182,58.29984397229694,58.04012668569645,Stazione Napoli
2022-02-16,10.494986725251213,3.8724658080499297,72.14034856150244,46.267310507961355,Stazione Torino
2022-02-17,8.07710909208194,2.24499985174772,73.45985875414674,19.97039281990324,Stazione Roma
2022-02-18,1.1786059287336954,0.8472809418288652,41.49426080918804,36.80839022202911,Stazione Torino
2022-02-19,12.763987272138877,4.55481986694573,69.73045405718703,54.14662556089532,Stazione Roma
2022-02-20,3.9671371690915134,8.935866407381623,81.07940627292524,63.291711227657956,Stazione Torino
2022-02-21,6.7865688746336374,16.739807305773674,44.134032030298485,47.66437775428183,Stazione Torino
2022-02-22,13.623669901441893,4.436480610199922,75.49100819363267,97.13928217354079,Stazione Napoli
2022-02-23,23.776776031804438,9.878905113244025,68.02950678931342,4.622640047085602,Stazione Torino
2022-02-24,5.007835960607389,18.59237478893509,87.30756206835383,65.82079130268984,Stazione Napoli
2022-02-25,31.58714449793436,13.344294135733499,45.61479463750565,90.95579017878256,Stazione Milano
2022-02-26,28.80433460761561,15.961580395119949,39.25666665948022,23.6564211113225,Stazione Milano
2022-02-27,-7.8089366811012155,11.019879403709725,48.727260916902,21.370718806913768,Stazione Roma
2022-02-28,1.4139135915570247,19.6093291768126,45.47752669187512,76.22328074825822,Stazione Napoli
2022-03-01,10.076098069664088,11.773243093629484,75.40996562841077,48.63737941052359,Stazione Torino
2022-03-02,-5.291745006588666,0.9102142792518308,73.9865582308079,99.2177506697882,Stazione Napoli
2022-03-03,5.681419506507369,3.959655998795897,70.18109405132003,58.91236204917122,Stazione Milano
2022-03-04,23.304388652795716,8.09547257914296,42.98274686750926,92.34419334879928,Stazione Milano
2022-03-05,20.623151651427165,12.025543451475526,81.70840844634537,1.2210519663421904,Stazione Napoli
2022-03-06,18.007299285470218,15.438617348179198,87.39429335153567,15.453962047570514,Stazione Roma
2022-03-07,21.973778122505554,8.261722518077725,61.89634908651867,68.44190447515896,Stazione Torino
2022-03-08,-0.7784340868134212,14.201166100313774,68.96236383776315,41.6466369897446,Stazione Milano
2022-03-09,5.376415168912946,15.7973900621825,60.04152594123373,83.59645694289803,Stazione Napoli
2022-03-10,20.43091170248583,6.345203944999655,47.013462906156235,42.88980925565181,Stazione Roma
2022-03-11,29.56556433640972,19.585404800716372,47.168856239796256,71.29966963549856,Stazione Napoli
2022-03-12,14.465512422264283,12.993129904716712,48.805231364094794,56.616001703345816,Stazione Torino
2022-03-13,2.721484292549148,17.619961215722626,41.45100024984924,11.990356732862285,Stazione Torino
2022-03-14,-8.639413389730784,11.118753776172134,84.11541795775906,71.79512067070324,Stazione Torino
2022-03-15,21.9651573038396,14.832062143046475,81.50388804280115,70.6371801347698,Stazione Napoli
2022-03-16,-9.645215342120183,15.410881232327307,57.6983616791302,11.571815121321471,Stazione Napoli
2022-03-17,6.7705581419448,18.16496758469158,52.03508475361023,56.1911457807729,Stazione Torino
2022-03-18,13.87417465532518,3.006995137427406,86.34470139282593,33.56500175487184,Stazione Roma
2022-03-19,31.49501577952369,11.16566848338497,43.342408153968606,45.88497820457755,Stazione Roma
2022-03-20,-5.972745473519495,8.567570262117126,63.212517568008096,42.2758693030776,Stazione Torino
2022-03-21,8.267404488572769,18.463180423474807,33.26988933252976,10.47744042491886,Stazione Napoli
2022-03-22,-8.9059060130429,2.101893884979984,41.47213182104694,15.802298629127975,Stazione Napoli
2022-03-23,5.417494295371565,19.651477773618254,66.24161600157058,8.680861614365021,Stazione Roma
2022-03-24,18.00039764779077,17.509026481865927,69.73101917065017,19.24470136033619,Stazione Torino
2022-03-25,2.558057670286926,1.4765256312849706,64.85974912039438,85.24443864977455,Stazione Napoli
2022-03-26,-0.5612522654964209,9.819327710809489,82.1760849599574,2.4522649262932905,Stazione Napoli
2022-03-27,-4.793354500280786,14.351190004250519,89.60431324936482,43.1617250286856,Stazione Roma
2022-03-28,15.97131098091538,14.76303091382113,75.83171052917467,80.09363887030906,Stazione Milano
2022-03-29,21.28715026571087,18.129882504758417,57.90550704862553,10.025820452739008,Stazione Torino
2022-03-30,20.238071326812005,15.99730871164622,80.03608016724615,22.771359015896465,Stazione Roma
2022-03-31,32.69874593242283,6.21860760688179,37.2232436499601,72.74397075582868,Stazione Milano
2022-04-01,-9.87835537479238,9.968695717249048,70.99624178675577,64.75524325933526,Stazione Milano
2022-04-02,19.123849425231622,14.035715258717081,61.100267247206034,56.30238367151661,Stazione Roma
2022-04-03,17.01765066939378,2.7687368272870283,40.683953175343106,17.164081662818077,Stazione Milano
2022-04-04,16.493282448662967,3.8798159520039466,88.37601703681284,79.45310119658656,Stazione Torino
2022-04-05,33.32466439281091,9.620848962197453,50.30624518672485,14.141411188129604,Stazione Napoli
2022-04-06,-9.240774698348213,5.964915974110254,66.925404357803,13.479789472306425,Stazione Roma
2022-04-07,21.341709381565256,17.2511849956819,82.71565425149711,79.50350443033544,Stazione Torino
2022-04-08,26.615539236583857,11.72554643041236,60.401330634889234,36.92233278840753,Stazione Milano
2022-04-09,12.941323847971287,6.973303954367354,36.90827101058591,31.261711592334684,Stazione Milano
